SNo,Date,Province/State,Country,Recovered
748,02/04/2020,"Chicago, IL",US,0.0
762,02/04/2020,"Los Angeles, CA",US,0.0
763,02/04/2020,"Orange, CA",US,0.0
749,02/04/2020,"San Benito, CA",US,0.0
750,02/04/2020,"Santa Clara, CA",US,0.0
764,02/04/2020,"Seattle, WA",US,0.0
765,02/04/2020,"Tempe, AZ",US,0.0
808,02/05/2020,New South Wales,Australia,2.0
810,02/05/2020,Queensland,Australia,0.0
812,02/05/2020,South Australia,Australia,0.0
809,02/05/2020,Victoria,Australia,0.0
813,02/05/2020,British Columbia,Canada,0.0
824,02/05/2020,"London, ON",Canada,0.0
814,02/05/2020,"Toronto, ON",Canada,0.0
798,02/05/2020,Hong Kong,Hong Kong,0.0
804,02/05/2020,Macau,Macau,0.0
772,02/05/2020,Anhui,Mainland China,23.0
777,02/05/2020,Beijing,Mainland China,24.0
773,02/05/2020,Chongqing,Mainland China,15.0
779,02/05/2020,Fujian,Mainland China,11.0
790,02/05/2020,Gansu,Mainland China,6.0
767,02/05/2020,Guangdong,Mainland China,49.0
782,02/05/2020,Guangxi,Mainland China,13.0
789,02/05/2020,Guizhou,Mainland China,9.0
785,02/05/2020,Hainan,Mainland China,5.0
783,02/05/2020,Hebei,Mainland China,6.0
780,02/05/2020,Heilongjiang,Mainland China,7.0
769,02/05/2020,Henan,Mainland China,47.0
766,02/05/2020,Hubei,Mainland China,633.0
770,02/05/2020,Hunan,Mainland China,54.0
792,02/05/2020,Inner Mongolia,Mainland China,3.0
774,02/05/2020,Jiangsu,Mainland China,23.0
771,02/05/2020,Jiangxi,Mainland China,27.0
791,02/05/2020,Jilin,Mainland China,2.0
786,02/05/2020,Liaoning,Mainland China,4.0
793,02/05/2020,Ningxia,Mainland China,1.0
800,02/05/2020,Qinghai,Mainland China,3.0
781,02/05/2020,Shaanxi,Mainland China,6.0
775,02/05/2020,Shandong,Mainland China,15.0
778,02/05/2020,Shanghai,Mainland China,15.0
787,02/05/2020,Shanxi,Mainland China,5.0
776,02/05/2020,Sichuan,Mainland China,24.0
788,02/05/2020,Tianjin,Mainland China,2.0
826,02/05/2020,Tibet,Mainland China,0.0
794,02/05/2020,Xinjiang,Mainland China,0.0
784,02/05/2020,Yunnan,Mainland China,5.0
768,02/05/2020,Zhejiang,Mainland China,78.0
803,02/05/2020,Taiwan,Taiwan,0.0
831,02/05/2020,"Boston, MA",US,0.0
819,02/05/2020,"Chicago, IL",US,0.0
832,02/05/2020,"Los Angeles, CA",US,0.0
833,02/05/2020,"Madison, WI",US,0.0
834,02/05/2020,"Orange, CA",US,0.0
820,02/05/2020,"San Benito, CA",US,0.0
821,02/05/2020,"Santa Clara, CA",US,0.0
835,02/05/2020,"Seattle, WA",US,0.0
836,02/05/2020,"Tempe, AZ",US,0.0
879,02/06/2020,New South Wales,Australia,2.0
880,02/06/2020,Queensland,Australia,0.0
883,02/06/2020,South Australia,Australia,0.0
881,02/06/2020,Victoria,Australia,0.0
884,02/06/2020,British Columbia,Canada,0.0
895,02/06/2020,"London, ON",Canada,0.0
885,02/06/2020,"Toronto, ON",Canada,0.0
869,02/06/2020,Hong Kong,Hong Kong,0.0
875,02/06/2020,Macau,Macau,1.0
843,02/06/2020,Anhui,Mainland China,34.0
848,02/06/2020,Beijing,Mainland China,31.0
844,02/06/2020,Chongqing,Mainland China,24.0
851,02/06/2020,Fujian,Mainland China,14.0
861,02/06/2020,Gansu,Mainland China,6.0
838,02/06/2020,Guangdong,Mainland China,69.0
853,02/06/2020,Guangxi,Mainland China,14.0
860,02/06/2020,Guizhou,Mainland China,6.0
856,02/06/2020,Hainan,Mainland China,8.0
854,02/06/2020,Hebei,Mainland China,13.0
850,02/06/2020,Heilongjiang,Mainland China,8.0
840,02/06/2020,Henan,Mainland China,56.0
837,02/06/2020,Hubei,Mainland China,817.0
841,02/06/2020,Hunan,Mainland China,81.0
863,02/06/2020,Inner Mongolia,Mainland China,4.0
845,02/06/2020,Jiangsu,Mainland China,34.0
842,02/06/2020,Jiangxi,Mainland China,37.0
862,02/06/2020,Jilin,Mainland China,4.0
858,02/06/2020,Liaoning,Mainland China,5.0
865,02/06/2020,Ningxia,Mainland China,1.0
871,02/06/2020,Qinghai,Mainland China,3.0
852,02/06/2020,Shaanxi,Mainland China,9.0
846,02/06/2020,Shandong,Mainland China,27.0
849,02/06/2020,Shanghai,Mainland China,25.0
857,02/06/2020,Shanxi,Mainland China,12.0
847,02/06/2020,Sichuan,Mainland China,31.0
859,02/06/2020,Tianjin,Mainland China,2.0
897,02/06/2020,Tibet,Mainland China,0.0
866,02/06/2020,Xinjiang,Mainland China,0.0
855,02/06/2020,Yunnan,Mainland China,7.0
839,02/06/2020,Zhejiang,Mainland China,94.0
872,02/06/2020,Taiwan,Taiwan,1.0
902,02/06/2020,"Boston, MA",US,0.0
890,02/06/2020,"Chicago, IL",US,0.0
903,02/06/2020,"Los Angeles, CA",US,0.0
904,02/06/2020,"Madison, WI",US,0.0
905,02/06/2020,"Orange, CA",US,0.0
891,02/06/2020,"San Benito, CA",US,0.0
892,02/06/2020,"Santa Clara, CA",US,0.0
906,02/06/2020,"Seattle, WA",US,0.0
907,02/06/2020,"Tempe, AZ",US,0.0
952,02/07/2020,New South Wales,Australia,2.0
950,02/07/2020,Queensland,Australia,0.0
959,02/07/2020,South Australia,Australia,0.0
953,02/07/2020,Victoria,Australia,0.0
954,02/07/2020,British Columbia,Canada,0.0
967,02/07/2020,"London, ON",Canada,0.0
960,02/07/2020,"Toronto, ON",Canada,0.0
939,02/07/2020,Hong Kong,Hong Kong,0.0
947,02/07/2020,Macau,Macau,1.0
913,02/07/2020,Anhui,Mainland China,47.0
919,02/07/2020,Beijing,Mainland China,33.0
915,02/07/2020,Chongqing,Mainland China,31.0
922,02/07/2020,Fujian,Mainland China,20.0
932,02/07/2020,Gansu,Mainland China,9.0
909,02/07/2020,Guangdong,Mainland China,88.0
924,02/07/2020,Guangxi,Mainland China,17.0
930,02/07/2020,Guizhou,Mainland China,6.0
927,02/07/2020,Hainan,Mainland China,10.0
925,02/07/2020,Hebei,Mainland China,22.0
920,02/07/2020,Heilongjiang,Mainland China,12.0
911,02/07/2020,Henan,Mainland China,86.0
908,02/07/2020,Hubei,Mainland China,1115.0
912,02/07/2020,Hunan,Mainland China,112.0
935,02/07/2020,Inner Mongolia,Mainland China,5.0
916,02/07/2020,Jiangsu,Mainland China,43.0
914,02/07/2020,Jiangxi,Mainland China,45.0
933,02/07/2020,Jilin,Mainland China,4.0
929,02/07/2020,Liaoning,Mainland China,7.0
936,02/07/2020,Ningxia,Mainland China,5.0
943,02/07/2020,Qinghai,Mainland China,3.0
923,02/07/2020,Shaanxi,Mainland China,17.0
917,02/07/2020,Shandong,Mainland China,37.0
921,02/07/2020,Shanghai,Mainland China,30.0
928,02/07/2020,Shanxi,Mainland China,15.0
918,02/07/2020,Sichuan,Mainland China,42.0
931,02/07/2020,Tianjin,Mainland China,2.0
969,02/07/2020,Tibet,Mainland China,0.0
937,02/07/2020,Xinjiang,Mainland China,0.0
926,02/07/2020,Yunnan,Mainland China,12.0
910,02/07/2020,Zhejiang,Mainland China,123.0
934,02/07/2020,Cruise Ship,Others,0.0
944,02/07/2020,Taiwan,Taiwan,1.0
974,02/07/2020,"Boston, MA",US,0.0
962,02/07/2020,"Chicago, IL",US,0.0
975,02/07/2020,"Los Angeles, CA",US,0.0
976,02/07/2020,"Madison, WI",US,0.0
977,02/07/2020,"Orange, CA",US,0.0
963,02/07/2020,"San Benito, CA",US,0.0
964,02/07/2020,"Santa Clara, CA",US,0.0
978,02/07/2020,"Seattle, WA",US,0.0
979,02/07/2020,"Tempe, AZ",US,0.0
1024,02/08/2020,New South Wales,Australia,2.0
1023,02/08/2020,Queensland,Australia,0.0
1031,02/08/2020,South Australia,Australia,0.0
1025,02/08/2020,Victoria,Australia,0.0
1026,02/08/2020,British Columbia,Canada,0.0
1039,02/08/2020,"London, ON",Canada,0.0
1032,02/08/2020,"Toronto, ON",Canada,0.0
1012,02/08/2020,Hong Kong,Hong Kong,0.0
1021,02/08/2020,Macau,Macau,1.0
985,02/08/2020,Anhui,Mainland China,59.0
991,02/08/2020,Beijing,Mainland China,34.0
988,02/08/2020,Chongqing,Mainland China,39.0
994,02/08/2020,Fujian,Mainland China,24.0
1004,02/08/2020,Gansu,Mainland China,12.0
981,02/08/2020,Guangdong,Mainland China,112.0
997,02/08/2020,Guangxi,Mainland China,17.0
1002,02/08/2020,Guizhou,Mainland China,7.0
999,02/08/2020,Hainan,Mainland China,14.0
995,02/08/2020,Hebei,Mainland China,30.0
992,02/08/2020,Heilongjiang,Mainland China,13.0
983,02/08/2020,Henan,Mainland China,116.0
980,02/08/2020,Hubei,Mainland China,1439.0
984,02/08/2020,Hunan,Mainland China,156.0
1007,02/08/2020,Inner Mongolia,Mainland China,5.0
987,02/08/2020,Jiangsu,Mainland China,51.0
986,02/08/2020,Jiangxi,Mainland China,55.0
1005,02/08/2020,Jilin,Mainland China,4.0
1001,02/08/2020,Liaoning,Mainland China,8.0
1008,02/08/2020,Ningxia,Mainland China,15.0
1015,02/08/2020,Qinghai,Mainland China,3.0
996,02/08/2020,Shaanxi,Mainland China,20.0
989,02/08/2020,Shandong,Mainland China,44.0
993,02/08/2020,Shanghai,Mainland China,41.0
1000,02/08/2020,Shanxi,Mainland China,21.0
990,02/08/2020,Sichuan,Mainland China,60.0
1003,02/08/2020,Tianjin,Mainland China,4.0
1041,02/08/2020,Tibet,Mainland China,0.0
1009,02/08/2020,Xinjiang,Mainland China,0.0
998,02/08/2020,Yunnan,Mainland China,17.0
982,02/08/2020,Zhejiang,Mainland China,175.0
1006,02/08/2020,Cruise Ship,Others,0.0
1016,02/08/2020,Taiwan,Taiwan,1.0
1046,02/08/2020,"Boston, MA",US,0.0
1034,02/08/2020,"Chicago, IL",US,0.0
1047,02/08/2020,"Los Angeles, CA",US,0.0
1048,02/08/2020,"Madison, WI",US,0.0
1049,02/08/2020,"Orange, CA",US,0.0
1035,02/08/2020,"San Benito, CA",US,0.0
1036,02/08/2020,"Santa Clara, CA",US,0.0
1050,02/08/2020,"Seattle, WA",US,0.0
1051,02/08/2020,"Tempe, AZ",US,0.0
1096,02/09/2020,New South Wales,Australia,2.0
1095,02/09/2020,Queensland,Australia,0.0
1103,02/09/2020,South Australia,Australia,0.0
1097,02/09/2020,Victoria,Australia,0.0
1098,02/09/2020,British Columbia,Canada,0.0
1112,02/09/2020,"London, ON",Canada,0.0
1104,02/09/2020,"Toronto, ON",Canada,0.0
1084,02/09/2020,Hong Kong,Hong Kong,0.0
1093,02/09/2020,Macau,Macau,1.0
1057,02/09/2020,Anhui,Mainland China,72.0
1063,02/09/2020,Beijing,Mainland China,37.0
1059,02/09/2020,Chongqing,Mainland China,51.0
1066,02/09/2020,Fujian,Mainland China,35.0
1076,02/09/2020,Gansu,Mainland China,16.0
1053,02/09/2020,Guangdong,Mainland China,141.0
1069,02/09/2020,Guangxi,Mainland China,18.0
1074,02/09/2020,Guizhou,Mainland China,7.0
1071,02/09/2020,Hainan,Mainland China,19.0
1068,02/09/2020,Hebei,Mainland China,34.0
1064,02/09/2020,Heilongjiang,Mainland China,14.0
1055,02/09/2020,Henan,Mainland China,153.0
1052,02/09/2020,Hubei,Mainland China,1795.0
1056,02/09/2020,Hunan,Mainland China,186.0
1079,02/09/2020,Inner Mongolia,Mainland China,5.0
1060,02/09/2020,Jiangsu,Mainland China,71.0
1058,02/09/2020,Jiangxi,Mainland China,73.0
1077,02/09/2020,Jilin,Mainland China,12.0
1073,02/09/2020,Liaoning,Mainland China,12.0
1080,02/09/2020,Ningxia,Mainland China,13.0
1087,02/09/2020,Qinghai,Mainland China,3.0
1067,02/09/2020,Shaanxi,Mainland China,25.0
1061,02/09/2020,Shandong,Mainland China,63.0
1065,02/09/2020,Shanghai,Mainland China,44.0
1072,02/09/2020,Shanxi,Mainland China,25.0
1062,02/09/2020,Sichuan,Mainland China,71.0
1075,02/09/2020,Tianjin,Mainland China,4.0
1114,02/09/2020,Tibet,Mainland China,0.0
1081,02/09/2020,Xinjiang,Mainland China,0.0
1070,02/09/2020,Yunnan,Mainland China,18.0
1054,02/09/2020,Zhejiang,Mainland China,201.0
1078,02/09/2020,Diamond Princess cruise ship,Others,0.0
1088,02/09/2020,Taiwan,Taiwan,1.0
1118,02/09/2020,"Boston, MA",US,0.0
1107,02/09/2020,"Chicago, IL",US,2.0
1119,02/09/2020,"Los Angeles, CA",US,0.0
1120,02/09/2020,"Madison, WI",US,0.0
1121,02/09/2020,"Orange, CA",US,0.0
1108,02/09/2020,"San Benito, CA",US,0.0
1109,02/09/2020,"Santa Clara, CA",US,0.0
1122,02/09/2020,"Seattle, WA",US,1.0
1123,02/09/2020,"Tempe, AZ",US,0.0
1169,02/10/2020,New South Wales,Australia,2.0
1168,02/10/2020,Queensland,Australia,0.0
1175,02/10/2020,South Australia,Australia,0.0
1170,02/10/2020,Victoria,Australia,0.0
1171,02/10/2020,British Columbia,Canada,0.0
1184,02/10/2020,"London, ON",Canada,0.0
1176,02/10/2020,"Toronto, ON",Canada,0.0
1155,02/10/2020,Hong Kong,Hong Kong,0.0
1165,02/10/2020,Macau,Macau,1.0
1129,02/10/2020,Anhui,Mainland China,88.0
1135,02/10/2020,Beijing,Mainland China,44.0
1132,02/10/2020,Chongqing,Mainland China,66.0
1138,02/10/2020,Fujian,Mainland China,39.0
1149,02/10/2020,Gansu,Mainland China,17.0
1125,02/10/2020,Guangdong,Mainland China,167.0
1141,02/10/2020,Guangxi,Mainland China,24.0
1146,02/10/2020,Guizhou,Mainland China,10.0
1143,02/10/2020,Hainan,Mainland China,19.0
1139,02/10/2020,Hebei,Mainland China,41.0
1136,02/10/2020,Heilongjiang,Mainland China,30.0
1127,02/10/2020,Henan,Mainland China,191.0
1124,02/10/2020,Hubei,Mainland China,2222.0
1128,02/10/2020,Hunan,Mainland China,208.0
1151,02/10/2020,Inner Mongolia,Mainland China,5.0
1131,02/10/2020,Jiangsu,Mainland China,81.0
1130,02/10/2020,Jiangxi,Mainland China,105.0
1150,02/10/2020,Jilin,Mainland China,13.0
1147,02/10/2020,Liaoning,Mainland China,13.0
1152,02/10/2020,Ningxia,Mainland China,13.0
1159,02/10/2020,Qinghai,Mainland China,3.0
1140,02/10/2020,Shaanxi,Mainland China,30.0
1133,02/10/2020,Shandong,Mainland China,66.0
1137,02/10/2020,Shanghai,Mainland China,48.0
1145,02/10/2020,Shanxi,Mainland China,25.0
1134,02/10/2020,Sichuan,Mainland China,80.0
1148,02/10/2020,Tianjin,Mainland China,8.0
1186,02/10/2020,Tibet,Mainland China,0.0
1153,02/10/2020,Xinjiang,Mainland China,0.0
1142,02/10/2020,Yunnan,Mainland China,19.0
1126,02/10/2020,Zhejiang,Mainland China,242.0
1144,02/10/2020,Diamond Princess cruise ship,Others,0.0
1161,02/10/2020,Taiwan,Taiwan,1.0
1190,02/10/2020,"Boston, MA",US,0.0
1179,02/10/2020,"Chicago, IL",US,2.0
1191,02/10/2020,"Los Angeles, CA",US,0.0
1192,02/10/2020,"Madison, WI",US,0.0
1193,02/10/2020,"Orange, CA",US,0.0
1180,02/10/2020,"San Benito, CA",US,0.0
1181,02/10/2020,"Santa Clara, CA",US,0.0
1194,02/10/2020,"Seattle, WA",US,1.0
1195,02/10/2020,"Tempe, AZ",US,0.0
1241,02/11/2020,New South Wales,Australia,2.0
1240,02/11/2020,Queensland,Australia,0.0
1247,02/11/2020,South Australia,Australia,0.0
1242,02/11/2020,Victoria,Australia,0.0
1243,02/11/2020,British Columbia,Canada,0.0
1256,02/11/2020,"London, ON",Canada,0.0
1248,02/11/2020,"Toronto, ON",Canada,0.0
1226,02/11/2020,Hong Kong,Hong Kong,0.0
1237,02/11/2020,Macau,Macau,1.0
1201,02/11/2020,Anhui,Mainland China,105.0
1208,02/11/2020,Beijing,Mainland China,48.0
1204,02/11/2020,Chongqing,Mainland China,79.0
1210,02/11/2020,Fujian,Mainland China,45.0
1221,02/11/2020,Gansu,Mainland China,24.0
1197,02/11/2020,Guangdong,Mainland China,212.0
1213,02/11/2020,Guangxi,Mainland China,33.0
1217,02/11/2020,Guizhou,Mainland China,17.0
1215,02/11/2020,Hainan,Mainland China,20.0
1211,02/11/2020,Hebei,Mainland China,48.0
1207,02/11/2020,Heilongjiang,Mainland China,28.0
1199,02/11/2020,Henan,Mainland China,218.0
1196,02/11/2020,Hubei,Mainland China,2639.0
1200,02/11/2020,Hunan,Mainland China,247.0
1223,02/11/2020,Inner Mongolia,Mainland China,5.0
1203,02/11/2020,Jiangsu,Mainland China,93.0
1202,02/11/2020,Jiangxi,Mainland China,128.0
1222,02/11/2020,Jilin,Mainland China,18.0
1219,02/11/2020,Liaoning,Mainland China,19.0
1225,02/11/2020,Ningxia,Mainland China,22.0
1231,02/11/2020,Qinghai,Mainland China,5.0
1212,02/11/2020,Shaanxi,Mainland China,32.0
1205,02/11/2020,Shandong,Mainland China,80.0
1209,02/11/2020,Shanghai,Mainland China,52.0
1218,02/11/2020,Shanxi,Mainland China,30.0
1206,02/11/2020,Sichuan,Mainland China,85.0
1220,02/11/2020,Tianjin,Mainland China,10.0
1258,02/11/2020,Tibet,Mainland China,0.0
1224,02/11/2020,Xinjiang,Mainland China,3.0
1214,02/11/2020,Yunnan,Mainland China,20.0
1198,02/11/2020,Zhejiang,Mainland China,270.0
1216,02/11/2020,Diamond Princess cruise ship,Others,0.0
1233,02/11/2020,Taiwan,Taiwan,1.0
1262,02/11/2020,"Boston, MA",US,0.0
1251,02/11/2020,"Chicago, IL",US,2.0
1263,02/11/2020,"Los Angeles, CA",US,0.0
1264,02/11/2020,"Madison, WI",US,0.0
1265,02/11/2020,"Orange, CA",US,0.0
1252,02/11/2020,"San Benito, CA",US,0.0
1266,02/11/2020,"San Diego County, CA",US,0.0
1253,02/11/2020,"Santa Clara, CA",US,0.0
1267,02/11/2020,"Seattle, WA",US,1.0
1268,02/11/2020,"Tempe, AZ",US,0.0
1314,02/12/2020,New South Wales,Australia,2.0
1313,02/12/2020,Queensland,Australia,0.0
1320,02/12/2020,South Australia,Australia,0.0
1315,02/12/2020,Victoria,Australia,0.0
1316,02/12/2020,British Columbia,Canada,0.0
1329,02/12/2020,"London, ON",Canada,1.0
1321,02/12/2020,"Toronto, ON",Canada,0.0
1299,02/12/2020,Hong Kong,Hong Kong,1.0
1310,02/12/2020,Macau,Macau,2.0
1274,02/12/2020,Anhui,Mainland China,127.0
1281,02/12/2020,Beijing,Mainland China,56.0
1277,02/12/2020,Chongqing,Mainland China,102.0
1283,02/12/2020,Fujian,Mainland China,53.0
1294,02/12/2020,Gansu,Mainland China,31.0
1270,02/12/2020,Guangdong,Mainland China,275.0
1286,02/12/2020,Guangxi,Mainland China,32.0
1290,02/12/2020,Guizhou,Mainland China,18.0
1288,02/12/2020,Hainan,Mainland China,27.0
1284,02/12/2020,Hebei,Mainland China,54.0
1280,02/12/2020,Heilongjiang,Mainland China,31.0
1271,02/12/2020,Henan,Mainland China,246.0
1269,02/12/2020,Hubei,Mainland China,2686.0
1273,02/12/2020,Hunan,Mainland China,304.0
1296,02/12/2020,Inner Mongolia,Mainland China,6.0
1276,02/12/2020,Jiangsu,Mainland China,125.0
1275,02/12/2020,Jiangxi,Mainland China,152.0
1295,02/12/2020,Jilin,Mainland China,22.0
1292,02/12/2020,Liaoning,Mainland China,20.0
1298,02/12/2020,Ningxia,Mainland China,24.0
1304,02/12/2020,Qinghai,Mainland China,9.0
1285,02/12/2020,Shaanxi,Mainland China,43.0
1278,02/12/2020,Shandong,Mainland China,92.0
1282,02/12/2020,Shanghai,Mainland China,57.0
1291,02/12/2020,Shanxi,Mainland China,33.0
1279,02/12/2020,Sichuan,Mainland China,92.0
1293,02/12/2020,Tianjin,Mainland China,11.0
1331,02/12/2020,Tibet,Mainland China,1.0
1297,02/12/2020,Xinjiang,Mainland China,3.0
1289,02/12/2020,Yunnan,Mainland China,26.0
1272,02/12/2020,Zhejiang,Mainland China,321.0
1287,02/12/2020,Diamond Princess cruise ship,Others,0.0
1306,02/12/2020,Taiwan,Taiwan,1.0
1335,02/12/2020,"Boston, MA",US,0.0
1324,02/12/2020,"Chicago, IL",US,2.0
1336,02/12/2020,"Los Angeles, CA",US,0.0
1337,02/12/2020,"Madison, WI",US,0.0
1338,02/12/2020,"Orange, CA",US,0.0
1325,02/12/2020,"San Benito, CA",US,0.0
1339,02/12/2020,"San Diego County, CA",US,0.0
1326,02/12/2020,"Santa Clara, CA",US,0.0
1340,02/12/2020,"Seattle, WA",US,1.0
1341,02/12/2020,"Tempe, AZ",US,0.0
1387,02/13/2020,New South Wales,Australia,4.0
1386,02/13/2020,Queensland,Australia,0.0
1393,02/13/2020,South Australia,Australia,0.0
1388,02/13/2020,Victoria,Australia,4.0
1389,02/13/2020,British Columbia,Canada,0.0
1403,02/13/2020,"London, ON",Canada,1.0
1394,02/13/2020,"Toronto, ON",Canada,0.0
1373,02/13/2020,Hong Kong,Hong Kong,1.0
1383,02/13/2020,Macau,Macau,3.0
1347,02/13/2020,Anhui,Mainland China,157.0
1354,02/13/2020,Beijing,Mainland China,69.0
1350,02/13/2020,Chongqing,Mainland China,128.0
1356,02/13/2020,Fujian,Mainland China,57.0
1367,02/13/2020,Gansu,Mainland China,39.0
1343,02/13/2020,Guangdong,Mainland China,314.0
1359,02/13/2020,Guangxi,Mainland China,33.0
1363,02/13/2020,Guizhou,Mainland China,27.0
1361,02/13/2020,Hainan,Mainland China,30.0
1357,02/13/2020,Hebei,Mainland China,68.0
1353,02/13/2020,Heilongjiang,Mainland China,33.0
1344,02/13/2020,Henan,Mainland China,296.0
1342,02/13/2020,Hubei,Mainland China,3459.0
1346,02/13/2020,Hunan,Mainland China,339.0
1371,02/13/2020,Inner Mongolia,Mainland China,6.0
1349,02/13/2020,Jiangsu,Mainland China,139.0
1348,02/13/2020,Jiangxi,Mainland China,170.0
1368,02/13/2020,Jilin,Mainland China,24.0
1366,02/13/2020,Liaoning,Mainland China,22.0
1369,02/13/2020,Ningxia,Mainland China,24.0
1378,02/13/2020,Qinghai,Mainland China,11.0
1358,02/13/2020,Shaanxi,Mainland China,46.0
1351,02/13/2020,Shandong,Mainland China,105.0
1355,02/13/2020,Shanghai,Mainland China,62.0
1364,02/13/2020,Shanxi,Mainland China,36.0
1352,02/13/2020,Sichuan,Mainland China,104.0
1365,02/13/2020,Tianjin,Mainland China,21.0
1405,02/13/2020,Tibet,Mainland China,1.0
1370,02/13/2020,Xinjiang,Mainland China,6.0
1362,02/13/2020,Yunnan,Mainland China,27.0
1345,02/13/2020,Zhejiang,Mainland China,360.0
1360,02/13/2020,Diamond Princess cruise ship,Others,0.0
1379,02/13/2020,Taiwan,Taiwan,1.0
1409,02/13/2020,"Boston, MA",US,0.0
1397,02/13/2020,"Chicago, IL",US,2.0
1410,02/13/2020,"Los Angeles, CA",US,0.0
1411,02/13/2020,"Madison, WI",US,0.0
1412,02/13/2020,"Orange, CA",US,0.0
1413,02/13/2020,"San Antonio, TX",US,0.0
1398,02/13/2020,"San Benito, CA",US,0.0
1399,02/13/2020,"San Diego County, CA",US,0.0
1400,02/13/2020,"Santa Clara, CA",US,0.0
1414,02/13/2020,"Seattle, WA",US,1.0
1415,02/13/2020,"Tempe, AZ",US,0.0
1461,02/14/2020,New South Wales,Australia,4.0
1460,02/14/2020,Queensland,Australia,0.0
1467,02/14/2020,South Australia,Australia,0.0
1462,02/14/2020,Victoria,Australia,4.0
1463,02/14/2020,British Columbia,Canada,0.0
1477,02/14/2020,"London, ON",Canada,1.0
1468,02/14/2020,"Toronto, ON",Canada,0.0
1447,02/14/2020,Hong Kong,Hong Kong,1.0
1457,02/14/2020,Macau,Macau,3.0
1421,02/14/2020,Anhui,Mainland China,193.0
1428,02/14/2020,Beijing,Mainland China,80.0
1424,02/14/2020,Chongqing,Mainland China,152.0
1431,02/14/2020,Fujian,Mainland China,63.0
1441,02/14/2020,Gansu,Mainland China,39.0
1417,02/14/2020,Guangdong,Mainland China,362.0
1433,02/14/2020,Guangxi,Mainland China,36.0
1437,02/14/2020,Guizhou,Mainland China,28.0
1436,02/14/2020,Hainan,Mainland China,43.0
1430,02/14/2020,Hebei,Mainland China,87.0
1427,02/14/2020,Heilongjiang,Mainland China,47.0
1418,02/14/2020,Henan,Mainland China,357.0
1416,02/14/2020,Hubei,Mainland China,4774.0
1420,02/14/2020,Hunan,Mainland China,364.0
1445,02/14/2020,Inner Mongolia,Mainland China,6.0
1423,02/14/2020,Jiangsu,Mainland China,157.0
1422,02/14/2020,Jiangxi,Mainland China,187.0
1442,02/14/2020,Jilin,Mainland China,25.0
1440,02/14/2020,Liaoning,Mainland China,29.0
1443,02/14/2020,Ningxia,Mainland China,24.0
1452,02/14/2020,Qinghai,Mainland China,11.0
1432,02/14/2020,Shaanxi,Mainland China,54.0
1425,02/14/2020,Shandong,Mainland China,136.0
1429,02/14/2020,Shanghai,Mainland China,90.0
1438,02/14/2020,Shanxi,Mainland China,38.0
1426,02/14/2020,Sichuan,Mainland China,114.0
1439,02/14/2020,Tianjin,Mainland China,31.0
1480,02/14/2020,Tibet,Mainland China,1.0
1446,02/14/2020,Xinjiang,Mainland China,6.0
1435,02/14/2020,Yunnan,Mainland China,36.0
1419,02/14/2020,Zhejiang,Mainland China,403.0
1434,02/14/2020,Diamond Princess cruise ship,Others,0.0
1453,02/14/2020,Taiwan,Taiwan,2.0
1484,02/14/2020,"Boston, MA",US,0.0
1471,02/14/2020,"Chicago, IL",US,2.0
1485,02/14/2020,"Los Angeles, CA",US,0.0
1486,02/14/2020,"Madison, WI",US,0.0
1487,02/14/2020,"Orange, CA",US,0.0
1488,02/14/2020,"San Antonio, TX",US,0.0
1472,02/14/2020,"San Benito, CA",US,0.0
1473,02/14/2020,"San Diego County, CA",US,0.0
